,0
476,89.16
477,89.8
478,90.85
479,91.65
480,89.34
481,90.77
482,90.78
483,90.7
484,89.5
485,92.03
486,91.43
487,92.45
488,92.87
489,94.13
490,93.98
491,94.28
492,91.7
493,93.48
494,93.42
495,94.09
496,92.37
497,90.36
498,90.48
499,91.4
500,90.73
501,89.05
502,88.96
503,88.26
504,89.65
505,90.76
506,93.04
507,91.85
508,91.13
509,90.27
510,88.52
511,89.43
512,88.57
513,89.61
514,90.2
515,88.36
516,90.2
517,89.52
518,90.17
519,88.64
520,88.27
521,86.55
522,88.7
523,84.63
524,84.16
525,80.63
526,78.1
527,80.37
528,79.13
529,80.8
530,82.31
531,83.15
532,85.72
533,81.79
534,82.75
535,85.73
536,84.35
537,82.31
538,83.66
539,84.35
540,84.7
541,86.95
542,87.83
543,89.89
544,89.67
545,89.45
546,91.13
547,91.7
548,90.66
549,90.0
550,88.78
551,89.54
552,88.28
553,91.78
554,92.14
555,92.1
556,94.16
557,95.26
558,94.6
559,96.68
560,95.75
561,94.39
562,95.4
563,93.22
564,93.5
565,92.22
566,88.97
567,90.62
568,91.29
569,90.95
570,88.1
571,86.59
572,83.77
573,86.79
574,88.78
575,91.16
576,90.94
577,89.77
578,85.6
579,84.0
580,84.72
581,79.95
582,82.2
583,84.71
584,87.8
585,90.74
586,90.56
587,92.34
588,91.85
589,92.87
590,92.12
591,95.6
592,98.07
593,99.31
594,95.51
595,94.97
596,97.03
597,98.96
598,99.43
599,97.72
600,97.56
601,99.8
602,99.28
603,101.21
604,102.52
605,104.97
606,104.12
607,101.4
608,101.55
609,102.58
610,101.96
611,103.74
612,103.34
613,103.46
614,105.61
615,104.63
616,104.37
617,107.22
618,107.0
619,107.3
620,108.1
621,108.69
622,110.1
623,108.94
624,108.7
625,109.7
626,110.9
627,110.36
628,109.79
629,110.22
630,107.87
631,105.72
632,107.75
633,109.01
634,105.1
635,105.47
636,107.58
637,108.76
638,109.18
639,107.86
640,106.86
641,107.39
642,109.47
643,109.41
644,110.52
645,111.0
646,112.88
647,112.47
648,112.96
649,113.2
650,110.57
651,111.42
652,110.59
653,113.41
654,112.14
655,112.93
656,112.69
657,112.67
658,113.14
659,113.94
660,114.57
661,114.52
662,114.57
663,114.27
664,113.61
665,115.04
666,115.29
667,115.24
668,117.45
669,116.67
670,116.65
671,115.88
672,116.04
673,117.17
674,117.24
675,116.99
676,116.5
677,116.75
678,115.38
679,115.75
680,113.74
681,111.15
682,111.65
683,111.22
684,111.45
685,109.64
686,108.3
687,110.59
688,108.76
689,110.89
690,112.06
691,112.27
692,111.09
693,111.44
694,110.09
695,108.02
696,108.7
697,109.17
698,109.85
699,112.65
700,113.18
701,111.87
702,110.28
703,113.86
704,113.55
705,113.58
706,113.23
707,112.37
708,113.15
709,113.67
710,112.82
711,115.15
712,114.22
713,114.94
714,116.08
715,115.57
716,116.52
717,116.79
718,117.62
719,116.84
720,115.53
721,114.3
722,116.0
723,116.06
724,115.36
725,114.73
726,114.95
727,114.65
728,115.79
729,114.98
730,114.3
731,113.13
732,112.06
733,114.28
734,114.15
735,114.38
736,116.56
737,117.34
738,117.4
739,115.29
740,113.37
741,114.05
742,114.87
743,113.34
744,115.43
745,115.93
746,115.68
747,114.04
748,114.8
749,115.77
750,114.36
751,114.87
752,114.66
753,114.55
754,112.03
755,112.72
756,112.6
757,112.25
758,112.4
759,110.68
760,109.25
761,108.51
762,105.8
763,106.16
764,107.45
765,110.32
766,110.57
767,108.62
768,108.91
769,109.47
770,107.35
771,107.42
772,107.65
773,109.99
774,109.3
775,109.5
776,110.0
777,108.32
778,105.96
779,106.53
780,107.23
781,107.44
782,107.35
783,105.58
784,104.27
785,104.44
786,102.27
787,101.39
788,101.75
789,100.7
790,97.28
791,98.71
792,101.95
793,104.05
794,104.3
795,110.05
796,108.72
797,110.77
798,113.7
799,113.42
800,114.15
801,113.32
802,115.54
803,116.58
804,118.31
805,119.02
806,116.6
807,117.02
808,115.82
809,117.83
810,116.75
811,118.65
812,118.24
813,119.27
814,119.32
815,119.29
816,118.88
817,118.53
818,120.77
819,120.3
820,121.94
821,122.61
822,122.11
823,121.35
824,120.85
825,120.81
826,120.35
827,119.1
828,117.8
829,118.95
830,121.34
831,122.07
832,121.01
833,121.84
834,120.71
835,122.24
836,121.19
837,118.38
838,118.26
839,119.7
840,119.05
841,121.68
842,124.1
843,124.13
844,122.6
845,122.15
846,121.48
847,121.55
848,121.72
849,122.85
850,123.82
851,122.43
852,121.79
853,121.26
854,121.85
855,122.0
856,124.8
857,125.88
858,126.1
859,127.0
860,128.19
861,127.73
862,128.8
863,127.34
864,126.73
865,125.95
866,125.3
867,127.08
868,128.1
869,129.63
870,129.25
871,131.48
872,131.65
873,129.74
874,129.15
875,128.95
876,125.98
877,125.4
878,125.15
879,126.02
880,125.65
881,126.18
882,126.24
883,127.34
884,125.21
885,126.82
886,127.05
887,126.66
888,125.78
889,123.72
890,123.17
891,121.58
892,122.24
893,124.5
894,125.65
895,124.0
896,119.26
897,117.6
898,118.85
899,116.73
900,116.65
901,114.56
902,113.3
903,115.05
904,110.85
905,110.39
906,114.2
907,116.69
908,115.48
909,115.04
910,118.31
911,115.94
912,114.48
913,111.12
914,112.26
915,114.2
916,117.35
917,115.01
918,117.68
919,117.65
920,120.02
921,118.08
922,123.36
923,127.12
924,126.98
925,126.08
926,124.74
927,123.61
928,124.6
929,123.95
930,126.44
931,127.62
932,124.96
933,125.81
934,125.62
935,128.39
936,130.4
937,133.34
938,132.06
939,132.26
940,133.35
941,131.84
942,133.12
943,134.69
944,135.39
945,135.79
946,134.8
947,137.93
948,137.02
949,137.8
950,136.6
951,135.875
952,136.0312
953,136.375
954,135.9687
955,134.9062
956,134.0156
957,134.7812
958,133.4531
959,132.8437
960,132.0
961,132.25
962,132.125
963,129.8437
964,130.1875
965,129.1875
966,133.5468
967,135.0
968,128.8125
969,131.1875
970,133.7187
971,133.3125
972,132.3437
973,130.9375
974,127.125
975,126.25
976,130.0156
977,132.7187
978,130.9687
979,134.4062
980,136.1406
981,138.0312
982,138.625
983,133.9687
984,133.6562
985,135.5156
986,137.7187
987,133.3437
988,132.2187
989,132.2812
990,133.4375
991,133.6875
992,136.0312
993,134.8437
994,132.1406
995,135.375
996,134.6875
997,136.6406
998,137.375
999,139.5625
1000,139.125
1001,135.5625
1002,136.625
1003,140.0312
1004,140.5625
1005,143.75
1006,143.7812
1007,142.7812
1008,142.7031
1009,142.4687
1010,142.9531
1011,140.5312
1012,139.2812
1013,136.6875
1014,136.3125
1015,139.5937
1016,140.5312
1017,139.9062
1018,139.3125
1019,134.25
1020,134.75
1021,138.1875
1022,137.5625
1023,133.125
1024,136.5312
1025,137.6875
1026,140.0
1027,141.0625
1028,144.1875
1029,143.6875
1030,142.5
1031,143.8437
1032,143.625
1033,145.0
1034,143.1562
1035,142.4062
1036,144.25
1037,145.2812
1038,142.6875
1039,144.8906
1040,145.9687
1041,144.6562
1042,146.0
1043,149.6406
1044,148.8906
1045,148.5
1046,149.5937
1047,149.8125
1048,150.8437
1049,149.5625
1050,151.2812
1051,152.5
1052,152.3437
1053,150.3437
1054,151.7968
1055,151.7656
1056,151.25
1057,151.3125
1058,150.8437
1059,150.25
1060,150.5
1061,149.6875
1062,150.1875
1063,148.625
1064,149.1562
1065,149.2812
1066,147.4062
1067,146.7187
1068,147.4375
1069,148.6875
1070,148.125
1071,146.375
1072,145.5937
1073,144.5937
1074,143.875
1075,143.0
1076,142.0937
1077,145.375
1078,145.875
1079,147.3125
1080,146.8437
1081,147.6875
1082,150.625
1083,148.5625
1084,149.7656
1085,151.0
1086,151.25
1087,149.7812
1088,149.125
1089,148.1562
1090,147.8437
1091,148.0937
1092,145.75
1093,144.625
1094,147.2812
1095,145.2812
1096,144.1875
1097,145.5625
1098,145.1562
1099,146.2343
1100,144.375
1101,145.625
1102,147.875
1103,147.9375
1104,148.4687
1105,146.5937
1106,148.1562
1107,147.8437
1108,147.5937
1109,144.875
1110,146.5937
1111,146.9062
1112,147.4843
1113,146.4687
1114,147.125
1115,147.8437
1116,145.3125
1117,142.8125
1118,142.5
1119,138.0
1120,137.8437
1121,140.25
1122,138.0
1123,140.0625
1124,141.125
1125,143.375
1126,145.1562
1127,146.6875
1128,145.2812
1129,142.8125
1130,141.2812
1131,138.125
1132,141.3125
1133,142.4531
1134,143.5312
1135,141.8125
1136,140.75
1137,144.125
1138,147.0625
1139,145.0937
1140,146.0
1141,146.4843
1142,148.1562
1143,142.25
1144,143.8125
1145,143.125
1146,144.4687
1147,140.75
1148,136.0
1149,144.25
1150,146.2812
1151,150.4062
1152,150.8437
1153,151.4375
1154,150.4843
1155,149.1875
1156,150.125
1157,151.25
1158,150.375
1159,148.6875
1160,151.2187
1161,151.0625
1162,151.9375
1163,153.5625
1164,152.6562
1165,150.0937
1166,149.1875
1167,146.1875
1168,146.9375
1169,146.3437
1170,139.8125
1171,136.625
1172,138.5937
1173,140.125
1174,140.875
1175,136.875
1176,137.0468
1177,139.75
1178,141.125
1179,138.5312
1180,138.4375
1181,137.4375
1182,136.125
1183,133.3281
1184,133.8125
1185,136.5625
1186,134.9687
1187,135.3125
1188,138.2812
1189,139.0
1190,141.0781
1191,139.5
1192,138.6875
1193,141.5625
1194,141.2812
1195,144.3125
1196,142.375
1197,142.5937
1198,143.1875
1199,141.0625
1200,140.9375
1201,139.5625
1202,135.875
1203,140.25
1204,140.8125
1205,141.9375
1206,140.3437
1207,144.4375
1208,144.75
1209,147.0
1210,145.8125
1211,146.9687
1212,145.0
1213,143.0625
1214,144.5
1215,146.25
1216,145.75
1217,137.75
1218,140.0
1219,139.75
1220,145.4375
1221,146.875
1222,146.6406
1223,146.8125
1224,146.1875
1225,146.2812
1226,146.4843
1227,144.1875
1228,143.8125
1229,141.6562
1230,142.6875
1231,142.125
1232,141.5
1233,140.75
1234,142.125
1235,141.875
1236,141.4062
1237,140.7187
1238,141.625
1239,142.7812
1240,143.8437
1241,141.25
1242,140.4062
1243,139.2812
1244,140.9375
1245,141.4375
1246,141.9687
1247,141.2187
1248,142.4687
1249,142.5
1250,142.625
1251,141.625
1252,141.25
1253,140.0781
1254,139.75
1255,138.5
1256,137.7187
1257,136.7031
1258,138.0
1259,137.875
