,0
312,286.34
313,285.67
314,285.06
315,284.06
316,281.78
317,283.9
318,282.1
319,283.16
320,285.07
321,285.46
322,285.58
323,284.64
324,283.6
325,282.39
326,280.86
327,281.33
328,279.95
329,281.42
330,283.34
331,284.01
332,281.61
333,280.2
334,279.68
335,280.0
336,281.06
337,280.47
338,279.34
339,279.59
340,279.37
341,276.86
342,278.9
343,277.9
344,275.42
345,273.11
346,270.9
347,271.86
348,271.28
349,270.89
350,269.35
351,271.6
352,271.0
353,274.74
354,274.24
355,275.97
356,275.5
357,276.56
358,277.13
359,278.73
360,278.03
361,278.92
362,278.56
363,278.19
364,277.37
365,277.4
366,275.1
367,274.9
368,273.6
369,270.94
370,272.61
371,269.02
372,272.15
373,272.8
374,273.36
375,272.61
376,273.37
377,271.33
378,272.01
379,272.24
380,271.1
381,272.98
382,272.85
383,272.02
384,269.5
385,266.92
386,266.92
387,266.02
388,262.62
389,263.2
390,264.98
391,264.51
392,266.56
393,266.31
394,263.63
395,262.98
396,266.57
397,266.61
398,268.89
399,270.39
400,270.19
401,267.33
402,265.15
403,265.93
404,263.76
405,265.15
406,261.0
407,259.72
408,265.64
409,263.56
410,260.77
411,257.47
412,263.15
413,259.83
414,260.6
415,265.11
416,258.05
417,263.67
418,270.43
419,270.95
420,270.49
421,274.2
422,275.0
423,275.3
424,276.72
425,278.52
426,278.87
427,274.1
428,272.78
429,272.88
430,272.19
431,269.08
432,267.7
433,271.65
434,274.43
435,277.9
436,274.71
437,270.4
438,270.05
439,271.4
440,273.11
441,273.03
442,269.59
443,266.0
444,265.34
445,261.5
446,257.63
447,267.67
448,269.13
449,263.93
450,275.45
451,281.58
452,281.9
453,281.76
454,284.68
455,286.58
456,283.3
457,283.18
458,283.29
459,282.69
460,280.41
461,279.14
462,279.61
463,276.97
464,277.92
465,276.12
466,274.12
467,274.54
468,273.92
469,273.42
470,271.61
471,270.47
472,268.77
473,266.86
474,267.87
475,267.32
476,267.19
477,267.51
478,267.58
479,267.03
480,267.17
481,268.2
482,266.51
483,265.66
484,266.75
485,266.78
486,266.31
487,265.51
488,264.07
489,263.24
490,263.19
491,264.14
492,264.46
493,265.01
494,262.71
495,262.87
496,260.23
497,260.36
498,259.76
499,259.99
500,258.3
501,257.86
502,258.62
503,256.44
504,257.73
505,258.33
506,258.09
507,258.17
508,259.11
509,258.67
510,258.85
511,258.45
512,257.59
513,257.49
514,257.15
515,256.75
516,257.71
517,255.62
518,255.29
519,256.56
520,256.11
521,257.11
522,255.79
523,255.72
524,255.47
525,255.29
526,254.95
527,254.64
528,255.02
529,254.62
530,253.95
531,254.37
532,254.66
533,253.16
534,252.86
535,252.32
536,251.23
537,250.35
538,250.05
539,249.08
540,248.93
541,249.44
542,249.39
543,250.06
544,249.97
545,249.72
546,249.19
547,250.09
548,250.17
549,250.05
550,249.21
551,246.58
552,246.87
553,246.9
554,246.06
555,247.84
556,247.49
557,246.01
558,244.85
559,244.57
560,244.56
561,243.99
562,244.56
563,245.44
564,242.9
565,242.71
566,243.09
567,246.94
568,246.51
569,246.54
570,244.12
571,243.76
572,247.25
573,247.26
574,247.87
575,247.41
576,246.96
577,247.44
578,247.32
579,246.77
580,246.91
581,247.2
582,247.43
583,247.42
584,246.82
585,246.88
586,247.1
587,246.99
588,245.66
589,245.53
590,245.56
591,244.42
592,244.01
593,242.19
594,242.37
595,242.11
596,240.55
597,242.77
598,242.21
599,241.8
600,241.35
601,243.49
602,241.33
603,243.29
604,243.13
605,242.84
606,242.95
607,243.01
608,244.66
609,242.64
610,243.77
611,244.24
612,244.55
613,243.36
614,243.41
615,243.78
616,243.66
617,243.21
618,243.99
619,244.17
620,243.36
621,241.44
622,241.5
623,241.71
624,241.76
625,240.61
626,240.05
627,239.52
628,238.31
629,236.77
630,235.82
631,240.08
632,240.3
633,238.98
634,239.38
635,239.87
636,239.44
637,239.66
638,239.7
639,238.76
640,238.48
641,238.77
642,238.68
643,238.08
644,238.6
645,238.4
646,238.55
647,237.17
648,234.59
649,235.34
650,233.44
651,233.87
652,234.57
653,232.51
654,234.03
655,235.06
656,235.34
657,235.2
658,235.44
659,234.78
660,235.48
661,235.33
662,235.74
663,236.29
664,235.54
665,235.32
666,233.62
667,233.86
668,234.03
669,234.28
670,233.73
671,236.77
672,237.03
673,238.48
674,238.95
675,236.9
676,237.81
677,237.69
678,236.86
679,236.56
680,237.0
681,237.71
682,238.42
683,238.27
684,239.78
685,236.47
686,237.11
687,236.74
688,236.44
689,236.28
690,236.49
691,235.09
692,234.72
693,234.92
694,233.7
695,232.77
696,231.51
697,230.6
698,229.24
699,228.94
700,228.93
701,229.34
702,227.77
703,227.62
704,227.53
705,227.55
706,228.97
707,229.33
708,229.57
709,227.6
710,226.15
711,226.74
712,225.91
713,226.75
714,226.25
715,227.05
716,226.53
717,227.1
718,226.46
719,226.46
720,227.21
721,226.4
722,226.58
723,225.24
724,223.53
725,224.35
726,224.4
727,226.27
728,225.71
729,225.38
730,225.77
731,226.4
732,225.53
733,225.04
734,226.81
735,225.88
736,227.76
737,226.25
738,226.51
739,225.15
740,224.6
741,221.7
742,221.0
743,219.68
744,219.57
745,220.38
746,220.91
747,220.48
748,221.52
749,220.7
750,220.58
751,220.15
752,218.5
753,218.99
754,217.87
755,218.28
756,216.59
757,216.42
758,216.92
759,216.38
760,214.11
761,213.15
762,208.55
763,208.78
764,209.74
765,211.01
766,212.55
767,212.54
768,213.17
769,213.74
770,214.17
771,214.89
772,213.98
773,213.88
774,214.28
775,213.71
776,212.38
777,213.12
778,213.01
779,213.71
780,213.43
781,216.16
782,215.04
783,215.78
784,215.63
785,214.68
786,215.78
787,216.3
788,214.68
789,216.64
790,215.57
791,214.24
792,215.99
793,217.18
794,215.82
795,213.42
796,213.41
797,213.37
798,215.28
799,213.15
800,213.23
801,216.34
802,213.28
803,218.51
804,219.01
805,219.03
806,218.37
807,217.39
808,217.38
809,218.0
810,218.36
811,217.29
812,217.7
813,217.85
814,218.97
815,218.53
816,218.54
817,218.86
818,218.37
819,217.96
820,219.09
821,218.46
822,218.65
823,217.64
824,218.18
825,218.05
826,218.18
827,216.41
828,216.18
829,215.55
830,216.94
831,217.12
832,216.77
833,216.52
834,216.75
835,216.65
836,217.24
837,216.27
838,217.09
839,216.19
840,216.41
841,215.83
842,216.12
843,214.92
844,214.95
845,213.4
846,212.65
847,209.53
848,209.66
849,208.41
850,209.92
851,209.48
852,206.66
853,203.2
854,199.6
855,203.24
856,210.81
857,208.1
858,208.44
859,207.85
860,206.52
861,208.37
862,207.75
863,208.04
864,208.45
865,210.07
866,212.08
867,212.37
868,211.68
869,211.35
870,210.28
871,210.91
872,210.27
873,209.84
874,210.24
875,209.34
876,209.28
877,207.87
878,205.21
879,205.49
880,204.2
881,204.91
882,204.85
883,206.78
884,204.76
885,206.56
886,206.5
887,208.45
888,205.89
889,205.72
890,204.97
891,205.01
892,206.16
893,207.97
894,206.33
895,207.45
896,209.35
897,208.92
898,208.61
899,208.97
900,208.97
901,210.1
902,209.9
903,209.24
904,207.78
905,208.01
906,208.0
907,205.92
908,204.02
909,204.5
910,203.95
911,206.42
912,204.19
913,206.25
914,206.92
915,205.52
916,206.02
917,205.12
918,203.24
919,203.12
920,203.21
921,204.56
922,204.67
923,204.38
924,204.63
925,203.34
926,202.17
927,202.5
928,202.76
929,199.54
930,199.38
931,198.4
932,200.59
933,200.43
934,199.78
935,199.0
936,198.11
937,193.56
938,195.09
939,195.54
940,193.2
941,192.32
942,194.78
943,192.0
944,192.09
945,192.88
946,189.78
947,186.63
948,182.86
949,185.27
950,185.43
951,185.42
952,187.95
953,191.6
954,191.3
955,190.16
956,193.65
957,193.72
958,189.11
959,188.13
960,190.2
961,187.64
962,190.52
963,186.69
964,185.65
965,188.06
966,187.81
967,191.93
968,188.83
969,193.66
970,192.11
971,191.92
972,194.05
973,198.82
974,201.36
975,201.02
976,203.87
977,205.93
978,207.4
979,205.21
980,205.68
981,206.02
982,203.5
983,201.67
984,200.02
985,204.86
986,208.03
987,205.03
988,202.9
989,201.88
990,205.87
991,205.34
992,206.95
993,208.35
994,209.62
995,205.61
996,208.53
997,210.68
998,208.69
999,209.56
1000,209.32
1001,209.35
1002,209.07
1003,209.31
1004,208.55
1005,208.73
1006,205.47
1007,205.62
1008,202.54
1009,204.84
1010,207.74
1011,208.56
1012,208.08
1013,210.04
1014,210.15
1015,210.38
1016,211.0
1017,210.39
1018,207.93
1019,208.89
1020,208.94
1021,206.57
1022,206.99
1023,207.52
1024,205.21
1025,201.85
1026,203.11
1027,203.37
1028,203.27
1029,202.35
1030,199.29
1031,200.25
1032,201.52
1033,201.33
1034,201.21
1035,199.41
1036,197.79
1037,198.47
1038,195.0
1039,192.13
1040,191.59
1041,188.08
1042,187.91
1043,192.87
1044,192.93
1045,193.6
1046,193.9
1047,196.44
1048,195.36
1049,199.7
1050,200.14
1051,198.45
1052,195.98
1053,196.74
1054,195.85
1055,194.76
1056,197.46
1057,192.59
1058,195.65
1059,195.41
1060,191.77
1061,197.54
1062,199.24
1063,199.16
1064,194.68
1065,187.23
1066,189.5
1067,197.63
1068,204.01
1069,208.28
1070,209.93
1071,210.56
1072,209.36
1073,208.7
1074,208.92
1075,208.66
1076,210.63
1077,207.92
1078,208.35
1079,210.1
1080,209.32
1081,209.73
1082,210.45
1083,210.82
1084,210.77
1085,209.31
1086,206.74
1087,207.94
1088,210.14
1089,211.29
1090,211.76
1091,212.62
1092,212.47
1093,212.27
1094,210.63
1095,210.72
1096,209.76
1097,207.48
1098,204.8
1099,204.53
1100,208.01
1101,206.67
1102,207.32
1103,207.57
1104,205.89
1105,205.47
1106,209.9
1107,209.83
1108,210.51
1109,212.05
1110,211.89
1111,210.81
1112,212.71
1113,210.59
1114,210.25
1115,209.1
1116,209.93
1117,211.65
1118,210.96
1119,208.45
1120,208.42
1121,209.77
1122,210.13
1123,211.92
1124,211.36
1125,211.57
1126,211.14
1127,212.46
1128,212.7
1129,210.7
1130,212.99
1131,213.5
1132,212.88
1133,213.03
1134,213.1
1135,212.44
1136,212.21
1137,210.02
1138,209.98
1139,210.61
1140,211.62
1141,208.87
1142,208.04
1143,208.9
1144,211.32
1145,210.72
1146,208.46
1147,210.57
1148,211.44
1149,210.77
1150,211.65
1151,211.16
1152,210.63
1153,209.6
1154,209.85
1155,207.95
1156,210.37
1157,210.43
1158,209.49
1159,209.09
1160,210.04
1161,208.9
1162,207.98
1163,207.28
1164,207.83
1165,206.44
1166,205.7
1167,206.43
1168,208.25
1169,205.74
1170,205.27
1171,205.76
1172,208.82
1173,210.0
1174,210.41
1175,209.5
1176,210.46
1177,207.96
1178,208.58
1179,205.83
1180,207.1
1181,204.5
1182,204.98
1183,208.36
1184,207.5
1185,210.46
1186,210.23
1187,211.12
1188,211.99
1189,210.66
1190,211.38
1191,211.63
1192,211.81
1193,211.21
1194,211.24
1195,209.98
1196,210.13
1197,210.11
1198,209.78
1199,208.92
1200,206.93
1201,206.81
1202,204.63
1203,205.55
1204,206.12
1205,204.06
1206,204.84
1207,201.92
1208,199.45
1209,201.99
1210,200.14
1211,202.74
1212,205.45
1213,204.97
1214,206.1
1215,203.08
1216,202.06
1217,201.63
1218,199.02
1219,200.86
1220,202.08
1221,202.65
1222,204.25
1223,205.9
1224,202.31
1225,199.82
1226,201.72
1227,205.43
1228,205.54
1229,207.6
1230,208.72
1231,208.44
1232,207.77
1233,207.75
1234,207.47
1235,206.52
1236,206.78
1237,201.79
1238,197.91
1239,199.51
1240,200.89
1241,204.19
1242,203.16
1243,206.47
1244,206.61
1245,208.0
1246,207.66
1247,207.89
1248,207.09
1249,205.76
1250,207.2
1251,207.64
1252,207.11
1253,207.26
1254,206.68
1255,205.58
1256,205.22
1257,205.55
1258,204.37
1259,204.24
