,0
522,145.54
523,144.08
524,142.89
525,143.36
526,143.28
527,144.2
528,145.64
529,146.14
530,146.13
531,145.09
532,144.5
533,144.35
534,143.97
535,144.64
536,143.29
537,144.1
538,145.65
539,145.87
540,146.71
541,146.7
542,146.62
543,146.74
544,147.24
545,146.59
546,144.39
547,143.91
548,143.51
549,144.33
550,143.77
551,140.91
552,141.03
553,141.16
554,140.49
555,141.51
556,141.4
557,141.54
558,141.51
559,140.66
560,141.82
561,141.76
562,142.19
563,142.18
564,141.99
565,140.95
566,140.79
567,140.77
568,140.84
569,140.61
570,140.49
571,140.32
572,139.62
573,139.35
574,136.64
575,137.59
576,137.71
577,138.68
578,138.68
579,136.17
580,133.96
581,133.93
582,135.09
583,136.47
584,137.73
585,137.37
586,136.36
587,135.43
588,135.75
589,133.51
590,134.16
591,134.14
592,135.32
593,135.49
594,136.79
595,137.41
596,136.51
597,136.1
598,132.79
599,133.17
600,131.98
601,131.32
602,133.46
603,132.44
604,135.48
605,135.7
606,134.4
607,134.14
608,133.47
609,132.07
610,132.92
611,131.41
612,133.1
613,132.05
614,131.97
615,129.07
616,128.1
617,128.16
618,131.47
619,131.76
620,133.7
621,132.1
622,132.53
623,132.27
624,132.2
625,131.97
626,129.74
627,130.86
628,132.83
629,133.34
630,134.11
631,135.61
632,136.02
633,135.74
634,136.55
635,137.1
636,137.0
637,139.25
638,140.32
639,140.74
640,139.87
641,140.39
642,140.16
643,139.19
644,137.31
645,136.79
646,137.95
647,137.72
648,138.61
649,139.08
650,137.05
651,137.14
652,138.79
653,137.0
654,135.9
655,138.22
656,139.79
657,139.86
658,141.26
659,141.84
660,140.81
661,140.23
662,140.47
663,141.17
664,141.61
665,139.65
666,139.2
667,140.21
668,140.44
669,140.85
670,140.3
671,140.72
672,139.91
673,140.06
674,137.58
675,137.57
676,137.04
677,135.69
678,134.75
679,136.75
680,137.31
681,137.73
682,137.02
683,137.56
684,137.16
685,136.93
686,136.63
687,136.03
688,136.47
689,136.41
690,136.05
691,134.56
692,135.19
693,135.36
694,134.36
695,135.36
696,135.19
697,134.79
698,134.45
699,134.54
700,132.68
701,132.47
702,131.32
703,131.37
704,131.82
705,131.88
706,132.56
707,131.46
708,131.61
709,131.95
710,131.46
711,130.77
712,129.34
713,128.84
714,129.51
715,129.2
716,129.13
717,128.02
718,127.71
719,128.04
720,127.7
721,127.5
722,125.5
723,126.12
724,124.83
725,126.49
726,126.39
727,125.27
728,124.17
729,123.93
730,120.29
731,121.59
732,122.18
733,121.74
734,123.05
735,124.21
736,126.05
737,123.95
738,126.73
739,126.26
740,126.22
741,124.86
742,124.97
743,124.99
744,120.05
745,119.71
746,116.34
747,116.56
748,119.19
749,119.66
750,121.98
751,122.11
752,124.08
753,126.08
754,125.46
755,126.66
756,124.32
757,123.16
758,127.88
759,126.26
760,125.48
761,126.25
762,123.99
763,122.0
764,125.5
765,128.6
766,128.63
767,124.3
768,123.05
769,125.49
770,123.97
771,121.66
772,121.13
773,122.58
774,120.23
775,122.57
776,120.51
777,120.75
778,119.7
779,119.58
780,115.71
781,116.49
782,114.42
783,112.34
784,109.93
785,113.15
786,116.05
787,115.14
788,117.54
789,116.24
790,113.54
791,112.86
792,116.63
793,120.17
794,120.31
795,121.52
796,121.43
797,119.37
798,117.74
799,116.67
800,115.92
801,119.04
802,120.29
803,116.99
804,117.85
805,120.94
806,122.22
807,121.68
808,121.36
809,117.97
810,116.28
811,118.08
812,116.44
813,112.73
814,112.64
815,114.51
816,119.67
817,119.59
818,120.62
819,118.12
820,117.33
821,112.29
822,117.48
823,112.26
824,120.08
825,120.26
826,126.17
827,125.49
828,128.78
829,129.33
830,130.22
831,130.6
832,133.33
833,133.83
834,134.58
835,134.49
836,132.65
837,132.73
838,130.61
839,131.69
840,130.93
841,131.84
842,131.4
843,131.97
844,134.4
845,135.36
846,133.97
847,133.81
848,133.92
849,131.97
850,130.72
851,129.61
852,127.94
853,126.81
854,128.3
855,128.67
856,129.45
857,127.7
858,127.05
859,127.3
860,127.02
861,129.32
862,127.7
863,127.6
864,129.4
865,128.42
866,128.96
867,129.04
868,130.42
869,131.73
870,131.87
871,134.9
872,133.51
873,133.0
874,132.39
875,131.95
876,132.06
877,133.61
878,134.68
879,134.36
880,133.17
881,133.19
882,134.04
883,135.08
884,134.44
885,135.87
886,134.72
887,134.2
888,133.61
889,134.83
890,135.73
891,136.22
892,136.43
893,136.11
894,135.67
895,134.79
896,133.64
897,133.78
898,133.1
899,131.31
900,130.56
901,132.04
902,131.56
903,131.46
904,131.47
905,132.46
906,132.86
907,133.32
908,133.66
909,133.24
910,133.26
911,133.15
912,132.59
913,132.77
914,131.86
915,130.98
916,131.3
917,130.9
918,129.66
919,129.29
920,129.74
921,127.76
922,127.85
923,126.18
924,128.56
925,130.05
926,130.84
927,129.94
928,132.39
929,132.58
930,131.43
931,132.47
932,133.47
933,131.21
934,130.93
935,133.15
936,132.33
937,130.93
938,131.02
939,131.83
940,134.53
941,134.25
942,133.85
943,133.01
944,133.43
945,133.11
946,132.32
947,132.27
948,132.57
949,131.97
950,131.15
951,130.78
952,130.49
953,130.74
954,128.68
955,127.72
956,129.99
957,129.67
958,129.17
959,129.1
960,128.37
961,128.08
962,128.25
963,129.52
964,129.3
965,128.37
966,128.58
967,127.43
968,126.98
969,127.14
970,127.39
971,127.64
972,126.98
973,127.05
974,125.75
975,125.72
976,125.92
977,125.83
978,125.65
979,125.6
980,125.78
981,125.39
982,124.6
983,124.3
984,124.82
985,124.1
986,124.67
987,124.56
988,124.48
989,123.76
990,123.28
991,122.83
992,122.76
993,122.89
994,122.56
995,121.01
996,118.49
997,119.16
998,118.8
999,120.2
1000,118.45
1001,120.19
1002,120.29
1003,119.96
1004,118.22
1005,118.16
1006,120.03
1007,120.2
1008,121.64
1009,122.1
1010,121.61
1011,122.49
1012,122.72
1013,122.26
1014,119.95
1015,119.47
1016,118.53
1017,118.49
1018,118.4
1019,118.38
1020,118.72
1021,118.7
1022,118.35
1023,118.13
1024,117.87
1025,116.73
1026,118.28
1027,117.7
1028,117.46
1029,117.92
1030,117.01
1031,116.65
1032,116.54
1033,115.89
1034,116.03
1035,116.04
1036,113.75
1037,114.61
1038,114.13
1039,114.47
1040,114.67
1041,114.27
1042,114.82
1043,112.5
1044,113.42
1045,113.98
1046,114.21
1047,112.49
1048,113.05
1049,113.08
1050,112.65
1051,112.72
1052,111.48
1053,110.92
1054,110.41
1055,109.64
1056,110.89
1057,109.47
1058,108.46
1059,105.31
1060,105.31
1061,106.86
1062,105.23
1063,105.94
1064,105.53
1065,107.12
1066,107.53
1067,107.88
1068,109.79
1069,109.59
1070,108.26
1071,108.31
1072,108.63
1073,109.3
1074,112.38
1075,112.99
1076,112.39
1077,112.85
1078,112.97
1079,112.22
1080,112.76
1081,110.27
1082,110.29
1083,110.83
1084,111.55
1085,111.56
1086,110.41
1087,109.46
1088,107.07
1089,108.48
1090,107.29
1091,106.66
1092,109.68
1093,109.65
1094,109.66
1095,108.03
1096,107.96
1097,107.16
1098,106.11
1099,102.87
1100,102.2
1101,102.76
1102,103.22
1103,104.21
1104,107.53
1105,107.87
1106,107.42
1107,109.23
1108,109.57
1109,111.41
1110,111.73
1111,112.14
1112,111.96
1113,112.0
1114,109.51
1115,109.68
1116,109.15
1117,106.05
1118,106.62
1119,105.49
1120,106.82
1121,110.71
1122,110.33
1123,107.53
1124,109.37
1125,110.76
1126,107.17
1127,107.82
1128,107.71
1129,109.11
1130,107.54
1131,111.76
1132,112.4
1133,113.95
1134,113.89
1135,115.99
1136,117.45
1137,115.83
1138,116.16
1139,111.26
1140,112.94
1141,116.82
1142,117.52
1143,120.35
1144,118.81
1145,120.86
1146,119.38
1147,118.48
1148,121.35
1149,121.81
1150,121.02
1151,120.66
1152,120.88
1153,119.81
1154,119.36
1155,121.29
1156,121.19
1157,119.83
1158,119.74
1159,119.55
1160,118.77
1161,118.36
1162,119.04
1163,118.76
1164,117.8
1165,117.0
1166,117.4
1167,117.32
1168,116.58
1169,116.65
1170,116.84
1171,117.41
1172,116.59
1173,115.97
1174,117.04
1175,117.1
1176,116.41
1177,115.49
1178,115.46
1179,115.45
1180,114.97
1181,114.46
1182,114.27
1183,114.25
1184,112.64
1185,112.3
1186,112.2
1187,111.89
1188,110.74
1189,110.67
1190,110.82
1191,109.81
1192,111.16
1193,111.14
1194,110.91
1195,110.26
1196,109.74
1197,108.04
1198,108.13
1199,107.01
1200,107.22
1201,105.89
1202,106.66
1203,106.44
1204,109.83
1205,110.38
1206,109.06
1207,107.39
1208,108.57
1209,109.83
1210,109.31
1211,109.77
1212,109.21
1213,111.7
1214,113.89
1215,115.06
1216,113.64
1217,114.93
1218,114.62
1219,113.66
1220,114.73
1221,114.57
1222,114.19
1223,113.71
1224,113.63
1225,113.33
1226,111.44
1227,112.52
1228,112.56
1229,112.72
1230,112.48
1231,111.95
1232,111.73
1233,111.33
1234,110.21
1235,110.18
1236,111.52
1237,111.35
1238,111.87
1239,111.11
1240,110.64
1241,110.02
1242,109.61
1243,110.84
1244,111.01
1245,110.38
1246,111.25
1247,111.3
1248,109.94
1249,109.57
1250,111.38
1251,110.99
1252,110.82
1253,109.43
1254,109.82
1255,111.27
1256,111.34
1257,111.21
1258,109.62
1259,109.03
